district,neighborhood,registered,voted,valid,akp,chp,sp
GUNGOREN,MARESAL CAKMAK MAH.,346,300,290,199,80,8
GUNGOREN,MARESAL CAKMAK MAH.,346,297,281,178,99,1
GUNGOREN,MARESAL CAKMAK MAH.,347,304,303,189,105,4
GUNGOREN,MARESAL CAKMAK MAH.,346,308,294,182,102,8
GUNGOREN,MARESAL CAKMAK MAH.,347,291,273,168,99,3
GUNGOREN,MARESAL CAKMAK MAH.,347,299,294,191,95,4
GUNGOREN,MARESAL CAKMAK MAH.,347,284,275,165,103,5
GUNGOREN,MARESAL CAKMAK MAH.,346,284,275,180,89,4
GUNGOREN,MARESAL CAKMAK MAH.,346,277,271,173,89,4
GUNGOREN,MARESAL CAKMAK MAH.,347,290,281,147,119,7
GUNGOREN,MARESAL CAKMAK MAH.,347,302,292,178,104,5
GUNGOREN,MARESAL CAKMAK MAH.,346,299,282,158,114,7
GUNGOREN,MARESAL CAKMAK MAH.,347,291,281,151,120,5
GUNGOREN,MARESAL CAKMAK MAH.,347,290,286,175,101,3
GUNGOREN,MARESAL CAKMAK MAH.,344,300,286,192,85,5
GUNGOREN,MARESAL CAKMAK MAH.,347,300,292,192,92,3
GUNGOREN,MARESAL CAKMAK MAH.,347,292,281,170,100,4
GUNGOREN,MARESAL CAKMAK MAH.,346,294,282,167,101,7
GUNGOREN,MARESAL CAKMAK MAH.,347,307,297,163,122,4
GUNGOREN,MARESAL CAKMAK MAH.,347,283,272,162,100,6
GUNGOREN,MARESAL CAKMAK MAH.,345,287,278,158,112,3
GUNGOREN,MARESAL CAKMAK MAH.,346,275,267,157,100,5
GUNGOREN,MARESAL CAKMAK MAH.,346,279,263,173,88,2
GUNGOREN,MARESAL CAKMAK MAH.,346,298,288,173,107,5
GUNGOREN,MARESAL CAKMAK MAH.,347,299,285,147,132,4
GUNGOREN,MARESAL CAKMAK MAH.,343,251,241,142,93,3
GUNGOREN,MARESAL CAKMAK MAH.,345,254,242,143,91,2
GUNGOREN,MARESAL CAKMAK MAH.,343,239,229,140,80,4
GUNGOREN,MARESAL CAKMAK MAH.,343,247,235,126,100,5
GUNGOREN,MARESAL CAKMAK MAH.,343,292,280,151,120,1
GUNGOREN,MARESAL CAKMAK MAH.,343,275,274,159,105,5
GUNGOREN,MARESAL CAKMAK MAH.,344,284,279,178,96,1
GUNGOREN,MARESAL CAKMAK MAH.,350,293,285,144,129,4
GUNGOREN,MARESAL CAKMAK MAH.,343,277,258,139,112,3
GUNGOREN,MARESAL CAKMAK MAH.,350,295,285,170,112,0
GUNGOREN,MARESAL CAKMAK MAH.,350,286,279,152,113,9
GUNGOREN,MARESAL CAKMAK MAH.,342,271,264,147,109,3
GUNGOREN,MARESAL CAKMAK MAH.,342,301,288,164,118,4
GUNGOREN,MARESAL CAKMAK MAH.,342,286,272,141,124,6
GUNGOREN,MARESAL CAKMAK MAH.,343,293,287,166,113,6
GUNGOREN,MARESAL CAKMAK MAH.,342,275,271,154,109,4
GUNGOREN,MARESAL CAKMAK MAH.,343,272,264,153,102,3
GUNGOREN,MARESAL CAKMAK MAH.,342,286,266,150,110,1
GUNGOREN,MARESAL CAKMAK MAH.,344,283,274,123,147,2
GUNGOREN,MARESAL CAKMAK MAH.,342,283,275,156,111,7
GUNGOREN,MARESAL CAKMAK MAH.,343,261,246,133,104,6
GUNGOREN,MARESAL CAKMAK MAH.,345,280,273,156,111,3
GUNGOREN,MARESAL CAKMAK MAH.,342,277,264,168,89,4
GUNGOREN,MARESAL CAKMAK MAH.,342,284,270,148,119,2
GUNGOREN,MARESAL CAKMAK MAH.,342,282,270,147,111,8
GUNGOREN,MARESAL CAKMAK MAH.,343,295,287,189,93,2
GUNGOREN,MARESAL CAKMAK MAH.,343,277,268,143,116,3
GUNGOREN,MARESAL CAKMAK MAH.,342,268,259,135,116,4
GUNGOREN,MARESAL CAKMAK MAH.,342,285,277,177,93,4
GUNGOREN,MARESAL CAKMAK MAH.,342,283,266,145,113,4
GUNGOREN,MARESAL CAKMAK MAH.,342,276,264,151,108,3
GUNGOREN,MARESAL CAKMAK MAH.,342,282,273,152,111,6
GUNGOREN,MARESAL CAKMAK MAH.,342,294,284,144,131,7
GUNGOREN,MARESAL CAKMAK MAH.,342,261,252,142,100,6
KADIKOY,ACIBADEM MAH.,331,288,281,73,200,2
KADIKOY,ACIBADEM MAH.,331,258,247,52,194,0
KADIKOY,ACIBADEM MAH.,332,235,232,35,193,1
KADIKOY,ACIBADEM MAH.,331,273,265,60,200,0
KADIKOY,ACIBADEM MAH.,332,285,274,74,197,2
KADIKOY,ACIBADEM MAH.,331,291,285,54,224,3
KADIKOY,ACIBADEM MAH.,331,292,286,62,221,1
KADIKOY,ACIBADEM MAH.,332,289,283,55,224,2
KADIKOY,ACIBADEM MAH.,331,288,286,66,214,1
KADIKOY,ACIBADEM MAH.,331,293,292,84,201,0
KADIKOY,ACIBADEM MAH.,331,290,287,70,213,0
KADIKOY,ACIBADEM MAH.,333,286,278,66,206,2
KADIKOY,ACIBADEM MAH.,331,289,278,61,211,2
KADIKOY,ACIBADEM MAH.,331,294,289,70,209,3
KADIKOY,ACIBADEM MAH.,330,278,273,49,215,6
KADIKOY,ACIBADEM MAH.,342,261,251,51,190,1
KADIKOY,ACIBADEM MAH.,342,268,260,62,190,3
KADIKOY,ACIBADEM MAH.,342,318,313,69,237,2
KADIKOY,ACIBADEM MAH.,343,297,295,74,216,2
KADIKOY,ACIBADEM MAH.,342,302,296,76,219,1
KADIKOY,ACIBADEM MAH.,342,291,290,66,216,1
KADIKOY,ACIBADEM MAH.,341,304,302,67,224,4
KADIKOY,ACIBADEM MAH.,341,298,293,59,224,1
KADIKOY,ACIBADEM MAH.,341,294,293,55,232,1
KADIKOY,ACIBADEM MAH.,341,301,291,73,210,0
KADIKOY,ACIBADEM MAH.,342,303,296,67,227,1
KADIKOY,ACIBADEM MAH.,342,289,283,58,219,1
KADIKOY,ACIBADEM MAH.,320,265,244,59,182,2
KADIKOY,ACIBADEM MAH.,321,251,247,51,194,0
KADIKOY,ACIBADEM MAH.,321,272,270,40,224,1
KADIKOY,ACIBADEM MAH.,321,280,279,76,200,0
KADIKOY,ACIBADEM MAH.,320,288,287,60,222,1
KADIKOY,ACIBADEM MAH.,323,287,282,58,221,1
KADIKOY,ACIBADEM MAH.,321,288,288,55,225,1
KADIKOY,ACIBADEM MAH.,321,271,268,42,220,4
KADIKOY,ACIBADEM MAH.,320,286,278,81,195,0
KADIKOY,ACIBADEM MAH.,321,283,281,66,214,0
KADIKOY,ACIBADEM MAH.,321,280,276,32,237,3
KADIKOY,ACIBADEM MAH.,321,270,267,62,197,0
KADIKOY,ACIBADEM MAH.,336,259,250,53,192,0
KADIKOY,ACIBADEM MAH.,337,244,231,31,194,0
KADIKOY,ACIBADEM MAH.,335,265,261,54,202,1
KADIKOY,ACIBADEM MAH.,336,284,283,41,236,1
KADIKOY,ACIBADEM MAH.,335,285,280,56,219,2
KADIKOY,ACIBADEM MAH.,336,289,276,47,223,3
KADIKOY,ACIBADEM MAH.,335,295,288,61,221,2
KADIKOY,ACIBADEM MAH.,335,269,268,71,189,3
KADIKOY,ACIBADEM MAH.,336,281,272,49,215,2
KADIKOY,ACIBADEM MAH.,336,296,294,79,209,4
KADIKOY,ACIBADEM MAH.,336,287,282,53,226,0
KADIKOY,ACIBADEM MAH.,336,258,254,54,196,0
KADIKOY,ACIBADEM MAH.,336,245,242,48,190,0
KADIKOY,ACIBADEM MAH.,338,301,296,71,221,1
KADIKOY,ACIBADEM MAH.,336,289,288,46,238,1
KADIKOY,ACIBADEM MAH.,336,286,280,54,223,0
KADIKOY,ACIBADEM MAH.,336,296,293,49,242,1
KADIKOY,ACIBADEM MAH.,337,286,283,41,237,0
KADIKOY,ACIBADEM MAH.,335,280,272,52,213,0
KADIKOY,ACIBADEM MAH.,336,272,264,54,203,1
KADIKOY,ACIBADEM MAH.,336,306,299,80,216,0
KADIKOY,ACIBADEM MAH.,335,281,280,50,224,3
KADIKOY,ACIBADEM MAH.,336,285,279,58,218,1
KADIKOY,ACIBADEM MAH.,350,264,247,75,166,3
KADIKOY,ACIBADEM MAH.,350,277,269,69,197,2
KADIKOY,ACIBADEM MAH.,349,288,281,71,203,0
KADIKOY,ACIBADEM MAH.,349,290,279,52,224,1
KADIKOY,ACIBADEM MAH.,349,294,288,56,228,0
KADIKOY,ACIBADEM MAH.,350,290,285,71,206,1
KADIKOY,ACIBADEM MAH.,350,273,271,88,173,5
KADIKOY,ACIBADEM MAH.,349,287,283,67,214,2
KADIKOY,ACIBADEM MAH.,350,296,292,66,221,0
KADIKOY,ACIBADEM MAH.,350,293,290,83,203,1
KADIKOY,ACIBADEM MAH.,350,281,274,60,205,2
KADIKOY,ACIBADEM MAH.,348,296,288,78,208,0
KADIKOY,CAFERAGA MAH.,350,284,281,46,229,1
KADIKOY,CAFERAGA MAH.,350,237,235,26,207,1
KADIKOY,CAFERAGA MAH.,350,255,254,30,220,1
KADIKOY,CAFERAGA MAH.,350,246,243,26,211,1
KADIKOY,CAFERAGA MAH.,347,266,252,31,217,0
KADIKOY,CAFERAGA MAH.,348,282,278,36,238,1
KADIKOY,CAFERAGA MAH.,348,278,272,33,235,0
KADIKOY,CAFERAGA MAH.,346,286,282,49,229,0
KADIKOY,CAFERAGA MAH.,348,260,255,26,228,0
KADIKOY,CAFERAGA MAH.,348,290,284,48,233,0
KADIKOY,CAFERAGA MAH.,348,288,283,31,245,0
KADIKOY,CAFERAGA MAH.,346,300,298,42,253,0
KADIKOY,CAFERAGA MAH.,348,288,283,45,237,0
KADIKOY,CAFERAGA MAH.,348,282,278,19,255,0
KADIKOY,CAFERAGA MAH.,348,291,284,38,245,0
KADIKOY,CAFERAGA MAH.,348,284,279,23,247,1
KADIKOY,CAFERAGA MAH.,348,298,292,34,253,0
KADIKOY,CAFERAGA MAH.,346,292,287,31,250,1
KADIKOY,CAFERAGA MAH.,348,291,283,30,246,0
KADIKOY,CAFERAGA MAH.,348,278,271,38,231,0
KADIKOY,CAFERAGA MAH.,347,293,290,34,246,0
KADIKOY,CAFERAGA MAH.,331,252,245,22,214,1
KADIKOY,CAFERAGA MAH.,331,238,232,35,194,0
KADIKOY,CAFERAGA MAH.,332,254,248,29,217,0
KADIKOY,CAFERAGA MAH.,332,269,261,35,222,1
KADIKOY,CAFERAGA MAH.,331,288,284,34,243,1
KADIKOY,CAFERAGA MAH.,332,281,276,27,247,0
KADIKOY,CAFERAGA MAH.,331,250,248,48,196,0
KADIKOY,CAFERAGA MAH.,332,271,269,37,224,1
KADIKOY,CAFERAGA MAH.,331,272,263,26,229,1
KADIKOY,CAFERAGA MAH.,331,278,277,36,237,1
KADIKOY,CAFERAGA MAH.,332,282,281,35,238,2
KADIKOY,CAFERAGA MAH.,332,261,258,20,230,0
KADIKOY,CAFERAGA MAH.,329,279,277,51,221,0
KADIKOY,CAFERAGA MAH.,332,272,266,30,230,0
KADIKOY,CAFERAGA MAH.,332,281,273,31,235,0
KADIKOY,CAFERAGA MAH.,332,284,282,30,246,0
KADIKOY,CAFERAGA MAH.,332,273,268,34,226,0
KADIKOY,CAFERAGA MAH.,332,284,279,38,237,1
KADIKOY,CAFERAGA MAH.,347,263,256,23,229,0
KADIKOY,CAFERAGA MAH.,346,258,254,27,226,0
KADIKOY,CAFERAGA MAH.,347,280,273,34,236,1
KADIKOY,CAFERAGA MAH.,347,284,278,38,234,0
KADIKOY,CAFERAGA MAH.,347,306,300,39,257,0
KADIKOY,CAFERAGA MAH.,346,284,282,39,239,0
KADIKOY,CAFERAGA MAH.,346,279,272,36,229,0
KADIKOY,CAFERAGA MAH.,347,291,290,39,248,1
KADIKOY,CAFERAGA MAH.,335,252,249,39,206,2
KADIKOY,CAFERAGA MAH.,335,233,230,38,190,0
KADIKOY,CAFERAGA MAH.,335,272,270,50,210,2
KADIKOY,CAFERAGA MAH.,335,267,257,45,208,0
KADIKOY,CAFERAGA MAH.,335,271,266,33,224,1
KADIKOY,CAFERAGA MAH.,335,271,268,35,227,0
KADIKOY,CAFERAGA MAH.,335,267,259,47,204,1
KADIKOY,CAFERAGA MAH.,338,268,264,38,215,2
KADIKOY,CAFERAGA MAH.,336,270,270,41,223,2
KADIKOY,CAFERAGA MAH.,335,259,256,35,211,2
KADIKOY,DUMLUPINAR MAH.,337,251,245,116,122,3
KADIKOY,DUMLUPINAR MAH.,337,271,262,91,162,5
KADIKOY,DUMLUPINAR MAH.,337,278,261,78,175,3
KADIKOY,DUMLUPINAR MAH.,336,278,271,81,188,0
KADIKOY,DUMLUPINAR MAH.,335,273,263,97,162,1
KADIKOY,DUMLUPINAR MAH.,338,257,248,85,156,2
KADIKOY,DUMLUPINAR MAH.,336,278,271,94,172,1
KADIKOY,DUMLUPINAR MAH.,337,263,247,102,141,1
KADIKOY,DUMLUPINAR MAH.,337,266,258,124,125,4
KADIKOY,DUMLUPINAR MAH.,339,279,265,127,131,4
KADIKOY,DUMLUPINAR MAH.,337,281,277,142,128,4
KADIKOY,DUMLUPINAR MAH.,337,289,281,130,141,7
KADIKOY,DUMLUPINAR MAH.,337,290,287,139,144,3
KADIKOY,DUMLUPINAR MAH.,338,265,260,114,140,3
KADIKOY,DUMLUPINAR MAH.,337,295,286,137,144,3
KADIKOY,DUMLUPINAR MAH.,337,296,288,155,126,4
KADIKOY,DUMLUPINAR MAH.,337,284,276,129,140,2
KADIKOY,DUMLUPINAR MAH.,338,303,294,166,116,5
KADIKOY,DUMLUPINAR MAH.,337,269,265,137,124,1
KADIKOY,DUMLUPINAR MAH.,337,270,264,133,129,0
KADIKOY,DUMLUPINAR MAH.,337,279,272,120,145,4
KADIKOY,DUMLUPINAR MAH.,337,281,271,123,140,3
KADIKOY,DUMLUPINAR MAH.,337,290,282,141,131,5
KADIKOY,DUMLUPINAR MAH.,337,262,250,115,131,2
KADIKOY,DUMLUPINAR MAH.,339,299,289,153,131,2
KADIKOY,DUMLUPINAR MAH.,340,284,283,147,132,1
KADIKOY,EGITIM MAH.,350,261,250,90,156,2
KADIKOY,EGITIM MAH.,350,265,259,72,184,0
KADIKOY,EGITIM MAH.,350,265,251,86,157,3
KADIKOY,EGITIM MAH.,350,269,255,100,145,0
KADIKOY,EGITIM MAH.,350,249,247,96,146,0
KADIKOY,EGITIM MAH.,350,279,270,90,174,1
KADIKOY,EGITIM MAH.,350,294,288,77,206,2
KADIKOY,EGITIM MAH.,350,278,270,82,179,3
KADIKOY,EGITIM MAH.,350,290,287,125,159,2
KADIKOY,EGITIM MAH.,350,283,273,108,162,1
KADIKOY,EGITIM MAH.,350,289,285,100,178,2
KADIKOY,EGITIM MAH.,350,301,290,124,158,2
KADIKOY,EGITIM MAH.,350,301,292,82,209,0
KADIKOY,EGITIM MAH.,350,299,285,80,194,3
KADIKOY,EGITIM MAH.,350,277,271,98,166,1
KADIKOY,EGITIM MAH.,350,285,281,105,168,2
KADIKOY,EGITIM MAH.,350,305,294,112,174,2
KADIKOY,EGITIM MAH.,350,285,280,90,184,1
KADIKOY,EGITIM MAH.,350,288,281,102,174,3
KADIKOY,EGITIM MAH.,350,294,284,91,187,2
KADIKOY,EGITIM MAH.,350,281,265,93,167,2
KADIKOY,EGITIM MAH.,350,284,279,85,180,2
KADIKOY,EGITIM MAH.,350,293,290,121,164,0
KADIKOY,EGITIM MAH.,350,279,266,104,159,2
KADIKOY,EGITIM MAH.,350,273,265,85,173,1
KADIKOY,EGITIM MAH.,350,271,266,104,151,1
KADIKOY,EGITIM MAH.,350,282,275,100,170,1
KADIKOY,EGITIM MAH.,350,296,290,120,163,1
KADIKOY,EGITIM MAH.,350,287,280,104,171,2
KADIKOY,EGITIM MAH.,350,290,288,94,183,3
KADIKOY,FIKIRTEPE MAH.,339,250,236,137,88,5
KADIKOY,FIKIRTEPE MAH.,339,263,248,141,100,2
KADIKOY,FIKIRTEPE MAH.,338,279,269,144,117,2
KADIKOY,FIKIRTEPE MAH.,339,272,261,145,111,2
KADIKOY,FIKIRTEPE MAH.,339,264,259,139,115,4
KADIKOY,FIKIRTEPE MAH.,340,261,249,138,107,1
KADIKOY,FIKIRTEPE MAH.,338,271,258,124,124,1
KADIKOY,FIKIRTEPE MAH.,340,271,253,129,118,6
KADIKOY,FIKIRTEPE MAH.,338,264,251,138,109,2
KADIKOY,FIKIRTEPE MAH.,338,277,275,141,132,2
KADIKOY,FIKIRTEPE MAH.,338,266,257,142,106,2
KADIKOY,FIKIRTEPE MAH.,338,281,276,132,138,4
KADIKOY,FIKIRTEPE MAH.,331,225,217,128,79,3
KADIKOY,FIKIRTEPE MAH.,331,252,242,150,89,2
KADIKOY,FIKIRTEPE MAH.,332,258,242,132,105,0
KADIKOY,FIKIRTEPE MAH.,332,247,232,129,92,9
KADIKOY,FIKIRTEPE MAH.,331,258,248,153,92,2
KADIKOY,FIKIRTEPE MAH.,332,240,231,139,86,3
KADIKOY,FIKIRTEPE MAH.,332,262,253,153,95,1
KADIKOY,HASANPASA MAH.,334,238,229,108,117,0
KADIKOY,HASANPASA MAH.,334,234,216,76,133,1
KADIKOY,HASANPASA MAH.,334,243,224,88,125,3
KADIKOY,HASANPASA MAH.,334,276,273,90,174,2
KADIKOY,HASANPASA MAH.,335,282,269,103,158,0
KADIKOY,HASANPASA MAH.,336,277,274,87,181,1
KADIKOY,HASANPASA MAH.,335,271,256,80,170,0
KADIKOY,HASANPASA MAH.,333,257,245,82,155,7
KADIKOY,HASANPASA MAH.,334,270,263,104,148,2
KADIKOY,HASANPASA MAH.,334,262,255,90,156,1
KADIKOY,HASANPASA MAH.,338,282,282,84,190,1
KADIKOY,HASANPASA MAH.,334,275,262,90,166,4
KADIKOY,HASANPASA MAH.,334,266,260,96,156,2
KADIKOY,HASANPASA MAH.,336,279,278,88,185,2
KADIKOY,HASANPASA MAH.,335,280,272,96,170,2
KADIKOY,HASANPASA MAH.,333,276,271,88,173,3
KADIKOY,HASANPASA MAH.,333,268,261,106,151,2
KADIKOY,HASANPASA MAH.,334,267,258,72,176,3
KADIKOY,HASANPASA MAH.,333,263,258,97,151,1
KADIKOY,HASANPASA MAH.,334,260,258,79,177,2
KADIKOY,HASANPASA MAH.,336,243,233,94,135,1
KADIKOY,HASANPASA MAH.,335,246,236,104,128,0
KADIKOY,HASANPASA MAH.,335,249,237,72,159,0
KADIKOY,HASANPASA MAH.,336,277,266,81,180,1
KADIKOY,HASANPASA MAH.,335,279,275,80,191,1
KADIKOY,HASANPASA MAH.,335,261,255,81,170,1
KADIKOY,HASANPASA MAH.,335,261,256,86,163,4
KADIKOY,HASANPASA MAH.,335,272,262,84,174,0
KADIKOY,HASANPASA MAH.,335,259,253,84,162,1
KADIKOY,HASANPASA MAH.,335,260,252,79,170,1
KADIKOY,HASANPASA MAH.,335,266,263,79,178,3
KADIKOY,HASANPASA MAH.,336,282,277,81,187,3
KADIKOY,HASANPASA MAH.,336,286,283,101,177,0
KADIKOY,HASANPASA MAH.,336,262,258,83,173,0
KADIKOY,HASANPASA MAH.,335,270,259,74,182,1
KADIKOY,HASANPASA MAH.,335,259,251,72,173,1
KADIKOY,KOSUYOLU MAH.,343,276,266,78,180,4
KADIKOY,KOSUYOLU MAH.,343,257,253,56,194,2
KADIKOY,KOSUYOLU MAH.,345,277,270,81,186,1
KADIKOY,KOSUYOLU MAH.,344,294,293,44,245,1
KADIKOY,KOSUYOLU MAH.,343,295,290,76,208,1
KADIKOY,KOSUYOLU MAH.,343,305,290,66,221,1
KADIKOY,KOSUYOLU MAH.,343,289,285,61,220,0
KADIKOY,KOSUYOLU MAH.,343,293,291,81,198,3
KADIKOY,KOSUYOLU MAH.,343,293,288,61,219,4
KADIKOY,KOSUYOLU MAH.,343,295,293,60,230,3
KADIKOY,KOSUYOLU MAH.,343,287,282,56,220,0
KADIKOY,KOSUYOLU MAH.,343,299,296,56,237,1
KADIKOY,KOSUYOLU MAH.,343,294,292,57,232,1
KADIKOY,KOSUYOLU MAH.,343,304,298,53,241,0
KADIKOY,KOSUYOLU MAH.,343,297,295,44,250,0
KADIKOY,KOSUYOLU MAH.,343,292,291,58,228,2
KADIKOY,KOSUYOLU MAH.,343,295,292,58,227,3
KADIKOY,KOSUYOLU MAH.,344,306,301,66,229,1
KADIKOY,OSMANAGA MAH.,332,229,225,51,170,0
KADIKOY,OSMANAGA MAH.,331,234,234,42,187,0
KADIKOY,OSMANAGA MAH.,331,237,231,36,189,1
KADIKOY,OSMANAGA MAH.,331,243,239,50,187,0
KADIKOY,OSMANAGA MAH.,331,237,228,38,178,0
KADIKOY,OSMANAGA MAH.,330,226,222,33,186,0
KADIKOY,OSMANAGA MAH.,330,226,224,37,182,0
KADIKOY,OSMANAGA MAH.,331,229,227,40,174,1
KADIKOY,OSMANAGA MAH.,350,265,260,44,213,0
KADIKOY,OSMANAGA MAH.,350,244,238,25,206,1
KADIKOY,OSMANAGA MAH.,350,259,256,48,204,0
KADIKOY,OSMANAGA MAH.,350,299,294,40,254,0
KADIKOY,OSMANAGA MAH.,349,278,273,42,223,2
KADIKOY,OSMANAGA MAH.,350,273,272,41,221,1
KADIKOY,OSMANAGA MAH.,350,288,284,63,209,3
KADIKOY,OSMANAGA MAH.,350,272,263,43,216,0
KADIKOY,OSMANAGA MAH.,350,283,279,36,231,2
KADIKOY,OSMANAGA MAH.,350,275,272,44,218,2
KADIKOY,OSMANAGA MAH.,346,281,279,29,238,1
KADIKOY,RASIMPASA MAH.,325,234,220,71,143,1
KADIKOY,RASIMPASA MAH.,326,231,227,54,170,0
KADIKOY,RASIMPASA MAH.,326,255,247,48,195,0
KADIKOY,RASIMPASA MAH.,326,225,218,49,167,0
KADIKOY,RASIMPASA MAH.,326,258,251,53,187,2
KADIKOY,RASIMPASA MAH.,325,263,260,62,192,0
KADIKOY,RASIMPASA MAH.,326,271,266,58,205,1
KADIKOY,RASIMPASA MAH.,326,259,245,61,178,0
KADIKOY,RASIMPASA MAH.,326,243,240,48,182,0
KADIKOY,RASIMPASA MAH.,326,264,256,55,197,1
KADIKOY,RASIMPASA MAH.,327,233,226,43,175,3
KADIKOY,RASIMPASA MAH.,326,252,248,76,153,7
KADIKOY,RASIMPASA MAH.,326,260,255,57,193,2
KADIKOY,RASIMPASA MAH.,325,249,242,36,204,1
KADIKOY,RASIMPASA MAH.,325,279,270,61,204,1
KADIKOY,RASIMPASA MAH.,325,251,248,47,191,2
KADIKOY,RASIMPASA MAH.,326,243,237,58,175,1
KADIKOY,RASIMPASA MAH.,326,236,227,61,162,2
KADIKOY,RASIMPASA MAH.,329,248,235,69,156,1
KADIKOY,RASIMPASA MAH.,330,256,241,72,162,2
KADIKOY,RASIMPASA MAH.,330,257,246,76,167,1
KADIKOY,RASIMPASA MAH.,329,267,267,51,209,3
KADIKOY,RASIMPASA MAH.,329,270,269,55,200,2
KADIKOY,RASIMPASA MAH.,329,264,262,51,207,2
KADIKOY,RASIMPASA MAH.,330,258,251,58,180,0
KADIKOY,RASIMPASA MAH.,330,268,261,63,187,6
KADIKOY,RASIMPASA MAH.,328,278,275,58,215,1
KADIKOY,RASIMPASA MAH.,331,258,254,59,189,0
KADIKOY,RASIMPASA MAH.,330,274,272,59,207,1
KADIKOY,RASIMPASA MAH.,329,256,245,55,178,1
KADIKOY,RASIMPASA MAH.,329,265,257,62,190,2
KADIKOY,RASIMPASA MAH.,329,256,254,44,200,3
KADIKOY,RASIMPASA MAH.,329,246,237,49,186,1
KADIKOY,ERENKOY MAH.,340,315,311,48,262,1
KADIKOY,ERENKOY MAH.,342,259,253,27,219,1
KADIKOY,ERENKOY MAH.,342,260,257,24,231,0
KADIKOY,ERENKOY MAH.,340,270,267,26,239,0
KADIKOY,ERENKOY MAH.,340,289,287,38,244,2
KADIKOY,ERENKOY MAH.,340,298,295,44,246,0
KADIKOY,ERENKOY MAH.,340,290,284,42,237,1
KADIKOY,ERENKOY MAH.,341,286,284,40,240,1
KADIKOY,ERENKOY MAH.,339,293,286,37,247,1
KADIKOY,ERENKOY MAH.,341,298,290,31,254,0
KADIKOY,ERENKOY MAH.,339,268,264,38,224,0
KADIKOY,ERENKOY MAH.,340,290,285,47,230,3
KADIKOY,ERENKOY MAH.,340,285,277,36,239,0
KADIKOY,ERENKOY MAH.,340,286,280,48,228,0
KADIKOY,ERENKOY MAH.,340,309,305,45,253,3
KADIKOY,ERENKOY MAH.,339,284,280,57,215,1
KADIKOY,ERENKOY MAH.,340,293,292,37,252,0
KADIKOY,ERENKOY MAH.,340,284,283,49,229,1
KADIKOY,ERENKOY MAH.,327,251,243,30,212,0
KADIKOY,ERENKOY MAH.,325,253,244,40,202,0
KADIKOY,ERENKOY MAH.,325,276,273,49,216,2
KADIKOY,ERENKOY MAH.,325,280,278,50,224,2
KADIKOY,ERENKOY MAH.,325,268,259,31,224,0
KADIKOY,ERENKOY MAH.,325,278,276,45,226,2
KADIKOY,ERENKOY MAH.,325,274,272,55,216,0
KADIKOY,ERENKOY MAH.,325,279,271,51,219,0
KADIKOY,ERENKOY MAH.,325,276,274,40,228,0
KADIKOY,ERENKOY MAH.,344,282,276,57,218,0
KADIKOY,ERENKOY MAH.,344,289,285,86,185,8
KADIKOY,ERENKOY MAH.,344,278,276,66,204,2
KADIKOY,ERENKOY MAH.,346,280,275,79,189,5
KADIKOY,ERENKOY MAH.,344,268,260,79,171,3
KADIKOY,ERENKOY MAH.,344,306,298,77,215,1
KADIKOY,ERENKOY MAH.,344,303,293,92,194,3
KADIKOY,ERENKOY MAH.,344,303,301,73,222,4
KADIKOY,ERENKOY MAH.,344,306,303,87,210,1
KADIKOY,ERENKOY MAH.,345,301,300,110,187,2
KADIKOY,ERENKOY MAH.,344,294,288,91,188,1
KADIKOY,ERENKOY MAH.,344,307,304,80,221,0
KADIKOY,ERENKOY MAH.,345,299,294,89,197,4
KADIKOY,ERENKOY MAH.,344,316,311,111,191,4
KADIKOY,ERENKOY MAH.,343,300,294,71,218,4
KADIKOY,ERENKOY MAH.,343,300,294,93,196,4
KADIKOY,ERENKOY MAH.,343,315,309,93,208,6
KADIKOY,ERENKOY MAH.,344,306,301,77,217,5
KADIKOY,ERENKOY MAH.,344,292,287,75,210,1
KADIKOY,ERENKOY MAH.,344,294,291,99,187,2
KADIKOY,ERENKOY MAH.,344,327,320,79,236,3
KADIKOY,ERENKOY MAH.,345,301,296,82,211,3
KADIKOY,ERENKOY MAH.,350,279,271,68,198,1
KADIKOY,ERENKOY MAH.,350,275,269,73,191,1
KADIKOY,ERENKOY MAH.,345,253,249,50,198,0
KADIKOY,ERENKOY MAH.,350,285,284,59,221,1
KADIKOY,ERENKOY MAH.,347,266,257,60,191,4
KADIKOY,ERENKOY MAH.,350,288,278,60,217,1
KADIKOY,ERENKOY MAH.,347,274,271,67,198,4
KADIKOY,ERENKOY MAH.,347,295,291,51,234,2
KADIKOY,ERENKOY MAH.,347,293,289,84,200,2
KADIKOY,ERENKOY MAH.,350,321,319,83,232,3
KADIKOY,ERENKOY MAH.,347,290,287,77,203,5
KADIKOY,ERENKOY MAH.,347,303,300,75,211,9
KADIKOY,ERENKOY MAH.,347,286,284,79,199,5
KADIKOY,ERENKOY MAH.,346,300,294,83,203,2
KADIKOY,ERENKOY MAH.,347,283,283,79,200,1
KADIKOY,ERENKOY MAH.,346,297,295,90,196,1
KADIKOY,ERENKOY MAH.,347,283,273,57,212,4
KADIKOY,ERENKOY MAH.,347,291,289,90,188,10
KADIKOY,ERENKOY MAH.,347,302,296,97,193,2
KADIKOY,ERENKOY MAH.,346,271,266,76,186,0
KADIKOY,ERENKOY MAH.,347,296,293,62,226,2
KADIKOY,ERENKOY MAH.,347,308,304,96,203,3
KADIKOY,ERENKOY MAH.,346,299,295,82,203,2
